match_id,start_time,patch_version,radiant_win,radiant_recent_winrate,dire_recent_winrate,r1_hero_winrate,r2_hero_winrate,r3_hero_winrate,r4_hero_winrate,r5_hero_winrate,d1_hero_winrate,d2_hero_winrate,d3_hero_winrate,d4_hero_winrate,d5_hero_winrate
8678838585,1770309127,59,0,0.0,0.6667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
8678838775,1770309135,59,0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
8678847401,1770309530,59,1,0.4545,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5
8679016608,1770317739,59,1,0.0,0.4,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5
8679012782,1770317791,59,1,0.8,0.6,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
8679089063,1770321607,59,1,0.2,0.3333,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5
8679089335,1770321623,59,0,0.8333,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5
8679151043,1770326039,59,1,0.7143,0.5714,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0
8679764627,1770379126,59,1,0.5,0.3333,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5
8679760741,1770379220,59,0,0.5714,0.75,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5
8679771304,1770379484,59,0,0.0,0.2857,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0
8679832219,1770382223,59,0,0.2857,0.5556,0.6667,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5
8679857477,1770383310,59,1,0.7778,0.5,0.5,0.6667,0.5,0.5,1.0,0.5,0.0,0.5,0.6667,0.5
8679864114,1770383581,59,0,0.0,0.375,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5
8680064909,1770391649,59,0,0.7143,0.6,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.6667
8680069429,1770391769,59,0,0.8,0.4444,1.0,0.75,1.0,0.5,0.0,0.5,0.6667,0.5,0.5,1.0
8680071751,1770391818,59,1,0.5,0.25,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.0
8680183524,1770396097,59,0,0.625,0.6364,0.5,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.6667,0.5
8680186040,1770396200,59,1,0.2222,0.5385,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.6
8680186885,1770396236,59,1,0.7273,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0
8680265600,1770399899,59,1,0.75,0.4545,0.5,0.6,0.5,1.0,1.0,1.0,0.5,0.6667,1.0,0.5
8680281936,1770400303,59,1,0.3,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.5
8680365982,1770404510,59,0,0.4667,0.5556,1.0,1.0,0.5,0.5,1.0,0.3333,0.5,0.75,1.0,0.5
8680384190,1770404876,59,1,0.4444,0.0,0.5,0.6667,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0
8680453812,1770408126,59,1,0.4375,0.6,1.0,0.5,1.0,1.0,0.3333,0.5,1.0,0.5,1.0,0.5
8680463401,1770408611,59,1,0.5,0.0,0.5,0.5,0.6667,0.5,1.0,0.0,0.5,0.0,0.5,0.5
8680514821,1770411403,59,0,0.4706,0.5455,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.5
