match_id,league_id,start_time,patch_version,radiant_hero_ids,dire_hero_ids,radiant_account_ids,dire_account_ids,radiant_win,early_gold_delta_15,early_xp_delta_15,radiant_core_execution_synergy,dire_core_execution_synergy,pressure_team,pressure_retention_std,radiant_pos1_gpm,radiant_pos2_gpm,dire_pos1_gpm,dire_pos2_gpm
8681884330,19290,1770491266,59,"[41, 78, 19, 110, 119]","[64, 39, 63, 100, 15]","[418942836, 138880576, 140297552, 101356886, 152168157]","[349310876, 72393079, 241519559, 115464954, 116249155]",1,10,1772,1.0210404540689058,1.3348052802179735,radiant,1381.6915960758633,766,553,494,478
8681973347,19290,1770494923,59,"[110, 13, 109, 19, 38]","[11, 99, 120, 89, 27]","[349310876, 72393079, 241519559, 115464954, 116249155]","[418942836, 138880576, 140297552, 101356886, 152168157]",1,4335,3236,0.8702880688054411,1.0064489394214085,radiant,2324.445310176172,775,570,543,458
8681980178,19290,1770495253,59,"[102, 64, 123, 28, 106]","[66, 27, 29, 126, 21]","[320017600, 122817493, 175311897, 383788462, 123023873]","[1675898897, 1682179459, 92487440, 223382342, 96183976]",1,2359,195,1.076512142144297,1.2143381381557703,radiant,952.6421153822668,731,579,452,478
8682026627,19290,1770498280,59,"[110, 13, 93, 71, 38]","[11, 108, 49, 50, 88]","[349310876, 72393079, 241519559, 115464954, 116249155]","[418942836, 138880576, 140297552, 101356886, 152168157]",0,-4776,-8248,0.851845839903534,0.7867409359924404,dire,3772.2508035654255,500,447,739,643
8682808051,19290,1770551930,59,"[21, 18, 129, 100, 68]","[50, 19, 33, 89, 47]","[154715080, 97658618, 126212866, 241884166, 94155156]","[196400041, 219755398, 117514269, 458287006, 170809075]",0,-1385,-3074,0.43506921555702044,0.6719219608249559,,,669,510,946,598
8682922613,19290,1770556145,59,"[28, 95, 137, 119, 66]","[37, 23, 70, 29, 19]","[154715080, 97658618, 126212866, 241884166, 94155156]","[196400041, 170809075, 458287006, 117514269, 219755398]",1,2630,-2025,0.7770563044000051,0.9185108418367347,,,810,591,656,550
8683023838,19290,1770560162,59,"[106, 46, 29, 79, 66]","[50, 70, 17, 19, 98]","[154715080, 97658618, 126212866, 241884166, 94155156]","[196400041, 458287006, 170809075, 219755398, 117514269]",1,-64,-2059,1.1251420487488115,0.9924044077452024,dire,6639.395692523888,849,588,658,588
8684425399,19290,1770650880,59,"[18, 64, 98, 119, 47]","[110, 74, 54, 123, 96]","[124801257, 320219866, 126842529, 256156323, 210053851]","[349310876, 72393079, 241519559, 115464954, 116249155]",0,172,2351,1.2147606215528748,1.1260242618448157,,,661,498,752,566
8684532976,19290,1770655715,59,"[27, 38, 21, 119, 96]","[70, 64, 98, 19, 106]","[349310876, 72393079, 241519559, 115464954, 116249155]","[124801257, 320219866, 126842529, 256156323, 210053851]",0,-6664,-7575,0.7238629347602388,0.7795021539681681,dire,3481.6272775815623,456,479,656,607
8684600389,19290,1770659324,59,"[79, 35, 109, 88, 78]","[44, 37, 28, 100, 47]","[349310876, 72393079, 241519559, 115464954, 116249155]","[124801257, 320219866, 126842529, 256156323, 210053851]",0,2868,2771,0.8555606516163006,0.6067233374572641,,,748,412,759,624
8684678048,19290,1770663751,59,"[48, 50, 123, 28, 13]","[94, 106, 155, 64, 119]","[320017600, 122817493, 175311897, 383788462, 123023873]","[418942836, 111620041, 140297552, 101356886, 152168157]",0,-1668,-3899,0.5807546127645025,0.7095819768682119,,,788,572,965,649
8684769721,19290,1770668103,59,"[21, 64, 123, 108, 13]","[46, 49, 47, 50, 27]","[320017600, 122817493, 175311897, 383788462, 123023873]","[418942836, 111620041, 140297552, 101356886, 152168157]",0,-2434,-7485,0.9495287414264546,0.8990751570544898,,,653,512,894,652
8685653783,19290,1770737471,59,"[17, 70, 55, 119, 66]","[110, 106, 48, 88, 155]","[154715080, 97658618, 126212866, 241884166, 94155156]","[349310876, 72393079, 241519559, 115464954, 116249155]",0,3106,3395,0.9806737082500714,0.9772950094454673,,,675,598,905,622
8685755756,19290,1770741817,59,"[39, 46, 28, 119, 110]","[66, 11, 109, 19, 38]","[154715080, 97658618, 126212866, 241884166, 94155156]","[349310876, 72393079, 241519559, 115464954, 116249155]",1,-1033,-3010,0.8526223199560198,0.9877596169240398,,,858,716,684,506
8685845932,19290,1770746278,59,"[110, 17, 38, 123, 96]","[126, 56, 28, 101, 64]","[349310876, 72393079, 241519559, 115464954, 116249155]","[154715080, 97658618, 126212866, 241884166, 94155156]",1,2442,3183,0.7725708111445551,0.7330170119199166,radiant,7157.855658679337,814,695,764,546
8685924571,19290,1770752069,59,"[110, 21, 129, 35, 123]","[155, 66, 27, 15, 39]","[1675898897, 96183976, 92487440, 223382342, 1682179459]","[383788462, 122817493, 175311897, 320017600, 123023873]",1,4490,6721,1.1937479810153317,1.440360044087031,radiant,6241.848459858132,750,747,499,472
8686040367,19290,1770756060,59,"[87, 54, 88, 28, 106]","[110, 70, 129, 13, 19]","[122817493, 320017600, 175311897, 383788462, 123023873]","[1675898897, 96183976, 92487440, 223382342, 1682179459]",1,2878,1099,1.2730928375779473,1.0639171869865265,radiant,4169.530316966477,781,621,576,497
8686090858,19290,1770759788,59,"[66, 123, 28, 35, 17]","[87, 15, 119, 108, 39]","[1675898897, 1682179459, 92487440, 223382342, 96183976]","[122817493, 320017600, 175311897, 383788462, 123023873]",1,1227,-1109,1.1249853532789127,1.0629410482911212,radiant,4792.327073910266,697,718,608,501
8686982890,19290,1770823701,59,"[66, 64, 99, 17, 38]","[87, 52, 72, 119, 155]","[1675898897, 1682179459, 92487440, 223382342, 96183976]","[349310876, 72393079, 241519559, 115464954, 116249155]",0,-34,-853,1.507369933170945,1.28871299903233,,,668,581,726,685
8687082477,19290,1770827954,59,"[64, 38, 21, 119, 108]","[100, 66, 15, 39, 95]","[349310876, 72393079, 241519559, 115464954, 116249155]","[1682179459, 1675898897, 92487440, 223382342, 96183976]",1,397,1777,1.296758016251316,1.3497862302815864,,,776,632,561,572
8687244701,19290,1770836184,59,"[49, 17, 77, 87, 119]","[15, 110, 96, 88, 59]","[418942836, 111620041, 140297552, 101356886, 152168157]","[124801257, 320219866, 126842529, 256156323, 210053851]",0,-2343,379,0.7425586752731337,0.8566682486948267,dire,7040.777261385595,502,457,783,648
8687324858,19290,1770840058,59,"[41, 37, 129, 119, 13]","[15, 126, 99, 50, 88]","[124801257, 320219866, 126842529, 256156323, 210053851]","[418942836, 111620041, 140297552, 101356886, 152168157]",1,5871,3497,1.1580107134161188,1.3843025550388661,radiant,5534.161347139824,756,745,511,510
8688061956,19290,1770902966,59,"[37, 13, 70, 119, 38]","[11, 126, 108, 89, 131]","[349310876, 72393079, 241519559, 115464954, 116249155]","[418942836, 111620041, 140297552, 101356886, 152168157]",0,-301,-3350,0.8914110357590451,0.7410310975487342,,,674,549,747,557
8688182857,19290,1770907711,59,"[93, 17, 77, 68, 88]","[64, 106, 89, 123, 155]","[418942836, 111620041, 140297552, 101356886, 152168157]","[349310876, 72393079, 241519559, 115464954, 116249155]",0,-3267,-1421,0.9069607629519132,0.9457736764496029,dire,3062.229040406095,454,540,922,510
8688277454,19290,1770911997,59,"[100, 38, 56, 123, 99]","[82, 15, 108, 64, 131]","[349310876, 72393079, 241519559, 115464954, 116249155]","[418942836, 111620041, 140297552, 101356886, 152168157]",0,-2257,-1358,1.7904954244241085,0.9221619210467623,,,586,537,861,659
8688402770,19290,1770917960,59,"[21, 110, 129, 123, 17]","[41, 28, 96, 64, 88]","[124801257, 320219866, 126842529, 256156323, 210053851]","[418942836, 111620041, 140297552, 101356886, 152168157]",1,1562,-244,1.1344446417473142,0.857968231803107,radiant,5410.251861196577,806,638,502,428
8688503334,19290,1770922425,59,"[18, 47, 129, 37, 123]","[15, 64, 78, 88, 35]","[418942836, 111620041, 140297552, 101356886, 152168157]","[124801257, 320219866, 126842529, 256156323, 210053851]",0,-4782,-4265,0.9150745007818538,0.9722718902618025,dire,4045.539195782854,668,467,731,737
8688575551,19290,1770926374,59,"[18, 37, 96, 123, 15]","[114, 106, 77, 64, 27]","[124801257, 320219866, 126842529, 256156323, 210053851]","[418942836, 111620041, 140297552, 101356886, 152168157]",1,-2085,-2519,0.9313508687590139,1.545536519386835,radiant,3228.3023025129255,760,730,508,465
8693354840,19269,1771239343,59,"[155, 47, 11, 100, 131]","[21, 55, 34, 136, 87]","[252737052, 352545711, 1171243748, 157989498, 1031547092]","[1044002267, 402583877, 106573901, 164199202, 73401082]",0,-5983,-6591,0.5191770718086508,0.6804967973223236,dire,2630.822152864005,565,421,767,729
8693417171,19269,1771243783,59,"[10, 129, 106, 101, 88]","[145, 65, 137, 93, 131]","[1171243748, 252737052, 352545711, 1031547092, 157989498]","[1044002267, 402583877, 106573901, 164199202, 73401082]",0,212,-3849,1.1647990579655094,0.9789605306078069,dire,8651.743197320466,664,509,841,563
8693504706,19269,1771248544,59,"[72, 51, 126, 123, 96]","[49, 106, 28, 79, 131]","[321580662, 108958769, 116865891, 847565596, 302214028]","[898754153, 173978074, 129958758, 101695162, 94296097]",0,-2266,-474,1.1517625933276627,0.7568320196346816,,,743,468,830,627
8693593278,19269,1771252800,59,"[6, 13, 28, 21, 66]","[49, 131, 88, 47, 155]","[898754153, 173978074, 129958758, 101695162, 94296097]","[321580662, 108958769, 847565596, 116865891, 302214028]",1,5074,6228,1.2011116621208364,0.9217636044334345,radiant,2787.640984131611,775,625,703,554
8693723587,19269,1771259027,59,"[11, 110, 129, 119, 126]","[70, 13, 65, 123, 87]","[124801257, 320219866, 126842529, 256156323, 210053851]","[172099728, 480412663, 165564598, 317880638, 196878136]",1,-1314,-2669,0.8977099893821563,0.9587753690036901,radiant,4118.675746100335,772,704,527,587
8693833533,19269,1771263190,59,"[138, 126, 65, 136, 100]","[102, 110, 129, 79, 13]","[172099728, 480412663, 165564598, 317880638, 196878136]","[124801257, 320219866, 126842529, 256156323, 210053851]",0,693,-1046,1.4530530434990097,0.9763929858357915,,,698,644,753,812
8693948351,19269,1771269062,59,"[98, 27, 83, 19, 11]","[17, 99, 49, 88, 64]","[86698277, 346412363, 136829091, 93618577, 331855530]","[116585378, 190826739, 127617979, 9403474, 91730177]",1,5070,6466,1.0001483868232501,1.30287225719927,,,654,540,362,375
8694016846,19269,1771272480,59,"[38, 65, 49, 100, 58]","[155, 136, 87, 99, 39]","[116585378, 190826739, 127617979, 9403474, 91730177]","[86698277, 346412363, 136829091, 93618577, 331855530]",1,-415,2180,1.0673794602084843,1.5519437468608739,,,743,755,532,563
8694620579,19269,1771329299,59,"[11, 79, 78, 123, 106]","[15, 60, 17, 19, 136]","[124801257, 320219866, 126842529, 256156323, 210053851]","[1171243748, 252737052, 352545711, 157989498, 1031547092]",1,3258,2922,0.8816380980227331,0.7571867217910592,radiant,2961.7142333452766,832,566,551,523
8694627572,19269,1771329302,59,"[18, 15, 108, 37, 100]","[123, 96, 126, 107, 11]","[171262902, 312436974, 195108598, 93817671, 103735745]","[16497807, 97590558, 201358612, 77490514, 152962063]",0,-961,2315,1.3603126856803327,1.3601843904870012,dire,2586.7185132261043,610,509,876,635
8694692688,19269,1771329615,59,"[51, 99, 126, 101, 11]","[145, 19, 108, 90, 64]","[100594231, 146711951, 324277900, 155494381, 355168766]","[168028715, 113457795, 139937922, 207829314, 158847773]",1,7274,9199,1.1039479168734245,0.7985927351455376,radiant,2157.3827894001565,763,551,523,373
8694745868,19269,1771333084,59,"[64, 99, 65, 129, 56]","[145, 155, 98, 87, 19]","[100594231, 146711951, 155494381, 324277900, 355168766]","[168028715, 207829314, 139937922, 158847773, 113457795]",1,665,2763,1.3376727473742398,1.065657229192669,,,687,467,546,425
8694753345,19269,1771333104,59,"[8, 28, 79, 64, 96]","[11, 110, 98, 123, 106]","[1171243748, 352545711, 157989498, 1031547092, 252737052]","[124801257, 320219866, 126842529, 256156323, 210053851]",0,-1024,-4079,0.764086286719366,0.9901191758685699,,,719,525,838,508
8694763191,19269,1771333888,59,"[50, 96, 74, 100, 21]","[70, 47, 129, 37, 119]","[16497807, 97590558, 201358612, 77490514, 152962063]","[171262902, 312436974, 195108598, 93817671, 103735745]",1,-4876,-4645,1.480792348854775,1.5539835180320847,dire,6142.099052432521,657,823,655,699
8694827368,19269,1771336954,59,"[30, 13, 28, 21, 145]","[47, 126, 138, 96, 105]","[100616105, 173378701, 337575662, 399862798, 389022189]","[81475303, 154974246, 90423751, 160119017, 191362875]",1,1120,1911,1.039010989010989,1.294196899602305,,,808,668,560,555
8694844159,19269,1771337429,59,"[47, 99, 49, 14, 37]","[11, 64, 13, 19, 36]","[116585378, 190826739, 127617979, 9403474, 91730177]","[321580662, 108958769, 116865891, 847565596, 302214028]",0,2994,2373,1.0461161270236612,1.0898416050686377,,,511,510,815,597
8694893418,19269,1771339891,59,"[15, 17, 96, 19, 37]","[27, 18, 16, 99, 79]","[957204049, 185590374, 835864135, 111030315, 130991304]","[10366616, 100058342, 898455820, 183719386, 25907144]",0,-4607,-2033,0.8416845548400286,1.0692625368731563,dire,2307.538232498964,576,474,726,616
8694931163,19269,1771341540,59,"[74, 129, 72, 100, 37]","[145, 64, 47, 19, 108]","[116585378, 190826739, 127617979, 9403474, 91730177]","[321580662, 108958769, 116865891, 847565596, 302214028]",1,319,-2248,1.1131300560049782,0.8693149650877524,,,722,646,610,473
8694940772,19269,1771341721,59,"[15, 96, 50, 13, 119]","[64, 106, 135, 100, 49]","[81475303, 160119017, 191362875, 154974246, 90423751]","[100616105, 173378701, 337575662, 399862798, 389022189]",0,4519,3953,1.1261292187612921,0.9009288334168931,,,537,601,793,569
8694987925,19269,1771343821,59,"[98, 15, 126, 107, 121]","[110, 70, 49, 129, 131]","[835864135, 957204049, 185590374, 111030315, 130991304]","[10366616, 100058342, 898455820, 183719386, 25907144]",0,-8123,-10709,1.2478846425045833,1.1405728719855115,dire,5537.393242142792,533,448,650,686
8695029034,19269,1771345981,59,"[99, 126, 65, 123, 37]","[10, 155, 15, 136, 87]","[172099728, 480412663, 165564598, 317880638, 196878136]","[1044002267, 402583877, 106573901, 164199202, 73401082]",0,-1095,-1464,1.1022163283527218,0.8461060440926212,,,603,598,886,595
8695048813,19269,1771346663,59,"[52, 55, 25, 107, 64]","[79, 108, 28, 136, 11]","[168028715, 139937922, 113457795, 207829314, 158847773]","[16497807, 97590558, 201358612, 77490514, 152962063]",0,883,-1336,1.2342484310635593,0.8496474290487384,dire,3102.9562248496727,449,523,805,502
8695096621,19269,1771348861,59,"[66, 100, 17, 137, 21]","[10, 15, 23, 64, 19]","[100594231, 155494381, 324277900, 146711951, 355168766]","[171262902, 312436974, 195108598, 93817671, 103735745]",1,516,1259,1.308064702040189,1.0559241458572772,radiant,1384.6880214209505,632,637,546,428
8695126869,19269,1771350240,59,"[79, 29, 59, 71, 49]","[10, 25, 96, 51, 66]","[16497807, 97590558, 201358612, 77490514, 152962063]","[168028715, 113457795, 139937922, 207829314, 158847773]",1,-198,1285,0.9686738918655626,0.9622814911256199,radiant,2035.1174822763098,706,657,619,574
8695145808,19269,1771350960,59,"[46, 129, 35, 136, 64]","[11, 17, 57, 21, 51]","[1044002267, 402583877, 106573901, 164199202, 73401082]","[172099728, 480412663, 165564598, 317880638, 196878136]",1,1704,-1798,0.8488709554237418,0.7260779032227253,radiant,5060.057173590038,967,701,555,496
8695177931,19269,1771352460,59,"[51, 96, 19, 64, 56]","[49, 38, 2, 9, 79]","[100594231, 146711951, 324277900, 155494381, 355168766]","[171262902, 312436974, 195108598, 93817671, 103735745]",1,-320,-1858,1.0647406833083315,0.8159391519639552,,,773,592,586,521
8695219250,19269,1771354929,59,"[87, 106, 85, 79, 49]","[100, 72, 16, 120, 138]","[100616105, 173378701, 337575662, 399862798, 389022189]","[10366616, 100058342, 898455820, 183719386, 25907144]",0,-2759,-4623,1.1558186062020674,1.450855888033442,dire,4810.39762557904,597,536,823,655
8695241710,19269,1771355760,59,"[145, 28, 105, 27, 47]","[99, 64, 13, 123, 21]","[81475303, 160119017, 191362875, 90423751, 154974246]","[835864135, 130991304, 185590374, 111030315, 957204049]",0,-3551,1454,1.1278847780382302,0.9465232180998339,dire,6074.1877749210225,540,544,787,559
8695261608,19269,1771357215,59,"[56, 137, 47, 51, 64]","[155, 90, 110, 19, 38]","[898754153, 173978074, 129958758, 101695162, 94296097]","[86698277, 346412363, 136829091, 93618577, 331855530]",0,-1672,-3195,0.8942402510085163,0.9543039152304514,dire,3186.281711157559,612,444,821,549
8695299239,19269,1771359185,59,"[64, 23, 155, 100, 72]","[9, 70, 38, 129, 79]","[100616105, 173378701, 337575662, 399862798, 389022189]","[10366616, 100058342, 898455820, 183719386, 25907144]",0,-7742,-9989,1.1656230753438719,1.134067845752392,dire,3802.256564481526,474,452,738,822
8695317896,19269,1771359846,59,"[18, 27, 60, 47, 64]","[95, 13, 155, 51, 37]","[81475303, 90423751, 160119017, 154974246, 191362875]","[957204049, 185590374, 835864135, 111030315, 130991304]",0,1197,1208,1.1262391355414612,1.293587875589413,dire,8851.211011256566,648,598,767,653
8695336368,19269,1771361100,59,"[56, 34, 129, 123, 64]","[98, 90, 110, 49, 18]","[898754153, 173978074, 129958758, 101695162, 94296097]","[86698277, 346412363, 136829091, 93618577, 331855530]",1,995,2360,1.7749198953173895,0.9566918617662559,,,864,954,868,650
8695864051,19269,1771412100,59,"[11, 98, 126, 114, 131]","[110, 155, 28, 136, 49]","[1044002267, 402583877, 106573901, 164199202, 73401082]","[16497807, 97590558, 201358612, 77490514, 152962063]",1,3412,888,1.2078083997292708,1.2019334593062492,radiant,6396.984482839099,916,525,616,463
8695867426,19269,1771412100,59,"[145, 114, 155, 26, 37]","[56, 126, 129, 136, 27]","[172099728, 480412663, 165564598, 317880638, 196878136]","[171262902, 312436974, 195108598, 93817671, 103735745]",1,774,1190,1.006848231113413,0.939064384800965,,,748,540,556,533
8695879068,19269,1771412504,59,"[21, 110, 129, 88, 15]","[65, 145, 17, 51, 37]","[124801257, 320219866, 126842529, 256156323, 210053851]","[139937922, 168028715, 113457795, 207829314, 158847773]",1,-416,-2929,1.1338285061310596,1.061149694108923,,,812,648,563,621
8695931537,19269,1771416600,59,"[21, 108, 28, 119, 85]","[123, 96, 13, 14, 65]","[1044002267, 402583877, 106573901, 164199202, 73401082]","[16497807, 97590558, 201358612, 77490514, 152962063]",0,740,486,1.2411304435862947,1.1933653288328674,,,685,563,613,733
8695931779,19269,1771416241,59,"[11, 126, 108, 51, 138]","[21, 106, 33, 136, 87]","[171262902, 312436974, 195108598, 93817671, 103735745]","[172099728, 480412663, 165564598, 317880638, 196878136]",0,-117,-7,0.9708587372119458,1.3177032423827744,dire,2077.7693585556945,616,504,722,596
8695942998,19269,1771417170,59,"[44, 37, 129, 123, 59]","[49, 15, 108, 155, 131]","[124801257, 320219866, 126842529, 256156323, 210053851]","[168028715, 113457795, 139937922, 207829314, 158847773]",1,2009,2222,1.137719895033531,1.2859493254359986,,,702,487,550,459
8695945509,19269,1771416733,59,"[64, 51, 39, 96, 10]","[54, 21, 106, 65, 28]","[100594231, 155494381, 324277900, 146711951, 355168766]","[155162307, 157989498, 352545711, 1031547092, 252737052]",0,-7046,-5205,0.7617781323405576,0.9763336741444638,dire,4631.311593137226,521,458,688,672
8696007524,19269,1771421221,59,"[50, 39, 155, 27, 145]","[48, 126, 65, 131, 100]","[100616105, 173378701, 337575662, 399862798, 389022189]","[898754153, 173978074, 129958758, 101695162, 94296097]",0,-6808,-5200,1.414771784232365,1.4604812290544866,dire,3350.890031021609,507,469,872,529
8696016706,19269,1771421286,59,"[56, 17, 64, 129, 37]","[96, 79, 9, 38, 145]","[81475303, 154974246, 90423751, 160119017, 191362875]","[86698277, 346412363, 136829091, 93618577, 331855530]",0,-6266,-7143,1.1284749489555521,1.0644801930957655,dire,3547.5189460702354,527,498,722,787
8696025726,19269,1771421219,59,"[38, 37, 126, 119, 129]","[155, 87, 39, 51, 21]","[321580662, 108958769, 116865891, 847565596, 302214028]","[835864135, 130991304, 185590374, 111030315, 957204049]",0,2048,3062,1.1323453053837138,1.2390165037271732,,,646,571,828,717
8696032319,19269,1771422120,59,"[38, 99, 59, 88, 45]","[27, 18, 16, 15, 100]","[116585378, 190826739, 127617979, 9403474, 91730177]","[10366616, 100058342, 898455820, 183719386, 25907144]",1,-1365,1044,1.1520208205756277,1.709742745941841,,,562,708,663,539
8696088640,19269,1771424640,59,"[101, 106, 23, 138, 145]","[21, 38, 28, 119, 110]","[100616105, 173378701, 337575662, 399862798, 389022189]","[898754153, 173978074, 129958758, 101695162, 94296097]",0,-9271,-8836,0.7991573916871031,0.7978805153957503,dire,4050.858180682212,459,368,658,778
8696105036,19269,1771425303,59,"[69, 136, 3, 74, 72]","[46, 79, 28, 126, 37]","[86698277, 346412363, 136829091, 93618577, 331855530]","[81475303, 90423751, 160119017, 154974246, 191362875]",1,766,627,0.8274723490247731,0.6714848571157315,radiant,2358.1277036383476,716,518,593,482
8696116685,19269,1771425714,59,"[137, 19, 21, 51, 131]","[41, 37, 13, 123, 129]","[835864135, 185590374, 957204049, 111030315, 130991304]","[321580662, 108958769, 116865891, 847565596, 302214028]",0,-193,-1176,0.7145748556575836,1.039753744509929,,,590,425,585,582
8696122466,19269,1771426380,59,"[17, 129, 11, 83, 37]","[64, 18, 15, 108, 155]","[116585378, 190826739, 127617979, 9403474, 91730177]","[10366616, 100058342, 898455820, 183719386, 25907144]",1,4163,2938,1.3582423965810548,1.1915941694993375,radiant,1535.8359287371811,654,642,538,445
8696203572,19269,1771430100,59,"[49, 110, 15, 51, 52]","[11, 106, 96, 37, 19]","[168028715, 158847773, 139937922, 207829314, 113457795]","[171262902, 312436974, 195108598, 93817671, 103735745]",0,-6069,-3505,0.9218504168134319,1.1152925019678774,dire,4003.0658012982763,542,453,752,587
8696216369,19269,1771430282,59,"[94, 51, 47, 110, 99]","[15, 13, 104, 138, 83]","[155162307, 157989498, 352545711, 1031547092, 252737052]","[172099728, 480412663, 165564598, 317880638, 196878136]",0,-4331,-3629,0.9998389694041868,0.9228621983587053,dire,3641.442371429822,723,461,799,703
8696218051,19269,1771430635,59,"[72, 155, 13, 91, 64]","[65, 55, 126, 71, 56]","[1044002267, 402583877, 106573901, 164199202, 73401082]","[100594231, 146711951, 324277900, 155494381, 355168766]",1,321,191,1.0003065643082505,1.1188912565060956,,,911,529,596,481
8696228605,19269,1771430988,59,"[21, 79, 155, 123, 17]","[37, 108, 126, 107, 18]","[124801257, 320219866, 126842529, 256156323, 210053851]","[16497807, 97590558, 201358612, 77490514, 152962063]",1,307,-7,1.271700426128072,0.9225301349565496,,,717,694,546,487
8696286823,19269,1771433821,59,"[145, 52, 65, 37, 100]","[11, 39, 29, 71, 110]","[171262902, 312436974, 195108598, 93817671, 103735745]","[168028715, 113457795, 139937922, 207829314, 158847773]",0,177,-1086,1.1443810713522575,1.300529051527535,,,584,528,794,668
8696295052,19269,1771434180,59,"[72, 38, 23, 79, 100]","[63, 108, 19, 128, 64]","[172099728, 480412663, 165564598, 317880638, 196878136]","[155162307, 252737052, 352545711, 157989498, 1031547092]",1,3243,5648,1.6411824018175087,1.207391752018642,radiant,3501.013974970848,790,726,557,464
8696315160,19269,1771435079,59,"[51, 55, 79, 38, 72]","[11, 129, 28, 90, 64]","[100594231, 146711951, 155494381, 324277900, 355168766]","[1044002267, 402583877, 106573901, 164199202, 73401082]",0,-1029,1058,1.7923554137889088,1.4537763054410258,dire,3807.7671745242797,723,565,821,589
8696317708,19269,1771435020,59,"[21, 37, 78, 27, 47]","[9, 65, 17, 100, 145]","[124801257, 320219866, 126842529, 256156323, 210053851]","[16497807, 97590558, 201358612, 77490514, 152962063]",1,2304,-991,1.132677172348855,0.734696162285612,radiant,3688.4344104240217,686,599,612,524
8696399585,19269,1771439102,59,"[47, 100, 110, 13, 33]","[9, 89, 25, 23, 79]","[81475303, 90423751, 191362875, 154974246, 160119017]","[10366616, 100058342, 898455820, 183719386, 25907144]",1,2983,2730,1.0571481174629476,0.9370102700646634,radiant,2069.2421237416047,603,676,535,451
8696400188,19269,1771439101,59,"[13, 129, 72, 100, 66]","[64, 17, 108, 123, 102]","[116585378, 190826739, 127617979, 9403474, 91730177]","[100616105, 173378701, 337575662, 399862798, 389022189]",1,3606,1424,1.3348751785592816,1.1932703464279795,,,654,654,383,430
8696407511,19269,1771439340,59,"[145, 107, 108, 37, 21]","[46, 38, 78, 155, 66]","[185590374, 111030315, 835864135, 130991304, 957204049]","[898754153, 173978074, 129958758, 101695162, 94296097]",1,-37,451,0.8735595523691984,0.8797546921608953,,,771,610,626,577
8696428864,19269,1771440475,59,"[69, 27, 110, 74, 73]","[1, 131, 106, 128, 137]","[86698277, 346412363, 136829091, 93618577, 331855530]","[321580662, 108958769, 116865891, 847565596, 302214028]",1,-2972,-3101,1.1988708990200256,1.4449239535760674,,,855,740,802,663
8696466009,19269,1771442580,59,"[64, 126, 129, 71, 72]","[17, 28, 11, 19, 37]","[100616105, 173378701, 337575662, 399862798, 389022189]","[116585378, 190826739, 127617979, 9403474, 91730177]",0,-3333,-5644,1.2586284455612948,1.159506622748616,dire,1925.696341586596,724,560,720,648
8696474752,19269,1771442941,59,"[49, 66, 28, 74, 79]","[27, 99, 13, 98, 123]","[81475303, 191362875, 160119017, 154974246, 90423751]","[10366616, 100058342, 898455820, 183719386, 25907144]",0,-4083,-3654,0.8363719716472123,1.1518305348796953,dire,6095.468746753367,570,585,668,734
8696488308,19269,1771443188,59,"[46, 39, 129, 64, 100]","[11, 108, 106, 107, 87]","[898754153, 173978074, 129958758, 101695162, 94296097]","[957204049, 835864135, 185590374, 111030315, 130991304]",0,-2955,-3568,1.4214360041623308,1.195677004265163,dire,2845.109743849164,686,557,916,552
8696528491,19269,1771445759,59,"[63, 79, 106, 71, 15]","[78, 27, 37, 126, 138]","[321580662, 108958769, 116865891, 847565596, 302214028]","[86698277, 346412363, 136829091, 93618577, 331855530]",0,-1775,-697,0.6481322932521563,0.8647068914812274,,,625,493,767,614
8697088694,19269,1771498499,59,"[44, 64, 155, 138, 15]","[28, 56, 129, 21, 100]","[168028715, 158847773, 139937922, 207829314, 113457795]","[252737052, 155162307, 352545711, 1031547092, 157989498]",1,2361,2378,1.1099461801915147,0.8972270057844306,radiant,3050.3466391621164,743,607,526,574
8697089342,19269,1771498501,59,"[110, 129, 11, 123, 49]","[46, 13, 50, 19, 64]","[16497807, 97590558, 201358612, 77490514, 152962063]","[172099728, 480412663, 165564598, 317880638, 196878136]",0,2688,3313,1.333610178264062,1.0796068284042166,radiant,12531.46282787246,609,684,917,600
8697090294,19269,1771498501,59,"[46, 129, 126, 110, 64]","[11, 17, 2, 84, 123]","[1044002267, 402583877, 106573901, 164199202, 73401082]","[171262902, 312436974, 195108598, 93817671, 103735745]",0,-5148,-3797,0.3843161800867349,0.7160654997904781,dire,2674.7224121659538,635,431,801,582
8697096074,19269,1771498619,59,"[66, 129, 51, 28, 46]","[21, 37, 110, 88, 106]","[100594231, 146711951, 155494381, 324277900, 355168766]","[124801257, 320219866, 126842529, 256156323, 210053851]",0,-763,3673,0.695201297636188,0.9560885808652336,,,711,377,709,632
8697151353,19269,1771502099,59,"[63, 19, 108, 64, 39]","[29, 15, 54, 27, 131]","[168028715, 207829314, 139937922, 158847773, 113457795]","[252737052, 352545711, 155162307, 157989498, 1031547092]",1,-4770,-2638,2.046153846153846,1.686548715209034,,,822,752,659,778
8697154213,19269,1771502340,59,"[138, 47, 129, 136, 110]","[145, 15, 38, 114, 131]","[171262902, 312436974, 195108598, 93817671, 103735745]","[1044002267, 402583877, 106573901, 164199202, 73401082]",0,-3693,-3222,1.1428781915005577,1.0714835984095428,dire,7256.339246938959,573,442,862,742
